basin_id,KGE,alpha,beta,r
9,0.8175643648813444,1.0700534337875423,0.9007327837916612,0.8639070275070436
10,0.8615497933184718,1.0027735674903755,0.886964833644047,0.920101200131565
12,0.4869850266834629,0.8780159614527088,0.9202098374232663,0.5081282818227514
13,0.8660995320145809,1.035990914993261,1.010643817018194,0.8714671305698604
18,0.7453404832631727,0.851398291446464,0.8718718406878755,0.8376664653533006
20,0.8169604125079721,1.0245802683900436,0.9975520025244848,0.8186348757244519
21,0.7427501042233597,0.8834133600415104,0.9998247530189454,0.7706857319119077
23,0.8273947028528961,0.9241895028560133,0.9734828696163638,0.8472184601391946
24,0.8988233190521334,1.013413061135893,0.9730858066472382,0.9033954620384667
26,0.8206643647871332,1.0348826439483252,0.9240096295492889,0.8413496460541595
27,0.7796935023240323,0.8822659992301431,1.007254625170781,0.8139327315334426
30,0.7874110913044025,1.1138908923407724,0.9785651504462463,0.821776948834289
33,0.8225161088169317,0.9941106267068394,1.0185777719968934,0.8235893617172466
38,0.9077153094256464,0.9956756771450226,0.9489143744102152,0.9232665444258475
41,0.8452991864274227,1.0239879276508541,0.8787257729633295,0.9069974037798256
42,0.8399100128440248,0.9894199312766265,1.0000893998697327,0.8402600296072636
43,0.884506454287372,0.9694901533814803,0.9418052754695879,0.905019568344744
49,0.7713603362313963,0.9973088039870293,0.7834305052761791,0.9267435513602466
53,0.8338645400497379,0.9820534004893379,1.0865697116953892,0.859342274880239
55,0.869833365882304,1.0030087494653699,0.9253483517042216,0.8934099841875038
59,0.8085543694584317,1.029795148521263,0.9487530474128968,0.8179631124508284
61,0.916862905280045,0.9762756818023561,0.958987952096565,0.9316849564788394
62,0.9268330635805888,0.9755934852593844,0.9556514522528744,0.9471707568108421
64,0.5443093149333347,1.0599173516398592,0.8469351798976168,0.5749881504287001
65,0.8917815380232332,1.0063179272339673,0.9395695837575642,0.9104484277030874
67,0.8508932573917222,1.0379358260718878,1.0457528207772162,0.8632506922049599
70,0.904871789575603,0.9791404405875838,0.9664261490392416,0.9134722487791748
72,0.7983267774557083,0.99419463181479,0.9802600424906902,0.7993791624253248
79,0.8804472579520203,0.9707373037642028,0.9391038940041491,0.9013682758198747
81,0.7595286927172047,0.9858941537633328,0.9649360105999195,0.7625173872141475
83,0.8735633816686357,0.9486512315473205,0.9939694328670967,0.8846173553192693
86,0.7572074330991827,0.8426324002469259,0.9064530318633628,0.84052387688846
89,0.9028857951534719,0.9713924206473079,1.0292230675862444,0.9119160201432597
92,0.832450589190763,0.9884891586636599,0.9879156494141004,0.8332838518164208
94,0.8258776442302405,1.0069499477407384,0.9088567997241673,0.8518001010503341
98,0.9324164828444459,1.0116205149513537,0.9693422499504886,0.9409017954140557
99,0.872722614596486,0.9969692088809488,0.8891911891392709,0.9374559788950337
4195,0.7736009442541513,0.935968292862917,1.0085601708551286,0.783013372765385
4199,0.5296772886480896,0.7777526963547238,1.0017179957088178,0.5855043578919541
4200,0.30490614891240675,0.8593036928021751,0.6415405989638944,0.42132317415545933
106,0.9240245456752336,1.0060807665927523,0.951833698518496,0.9415594204418539
109,0.8376817099287835,1.0530538206607238,0.8728703864050505,0.9141479135248178
110,0.0772908927955579,1.3756621523449144,1.3837309580966286,0.2496530165237896
4208,0.45443569720170696,0.9639849531617783,0.9552813540983769,0.45746560699089917
4209,0.19525665851068275,0.8295574522173036,0.7450601814114267,0.25597925265839494
116,0.929221551231234,0.9645829348225123,0.9704882230553729,0.9462945503147305
117,0.7214965110194549,0.938452959031996,0.9367454492727355,0.7358503891074011
4212,0.19608484386306146,1.1425241785086577,0.8011471113161203,0.23421676339241598
119,0.9342078152439732,1.0144560567623482,0.9803288133156063,0.9389043502998564
4213,0.39834682017724277,1.1566388359101432,0.6739522328106189,0.5192259601576127
122,0.7594074298480129,0.9697272233942245,0.7752123100941911,0.9197576279280981
124,0.892298751446036,1.0003980069147063,0.9771549431808848,0.8947502783399881
128,0.9064497365577088,1.0088903867173653,0.9398960510871724,0.9288654223375017
134,0.8914023367267884,1.0316375831790583,0.9742241600160058,0.8993614295008641
4233,-0.048645007428819165,0.4623399716679164,0.6619967123669397,0.16553500787116662
139,0.8057058310760568,0.9279663153199667,0.9556193883548103,0.8250950725129158
145,0.8915717038302748,0.9354798890601793,1.011486087645566,0.9136175915757078
152,0.3141669962253808,1.3360997980911808,0.9827949403678773,0.40241500963240445
4258,0.41800732228172754,0.46215877132343985,0.8901245723142982,0.8066876102153377
163,0.8911302541701046,0.9813112888438769,0.9265117947989485,0.9218793412168256
179,0.9375106758824581,1.0198783068024384,0.9922689860450871,0.9412632996282199
183,0.8979725069624214,1.0098781679845446,0.9602701501514553,0.9065464277632237
184,0.7329322083267893,0.871865985631735,0.9973775280137724,0.7656925047042664
4280,0.16456590407981242,0.6707443460496257,1.4373142446508909,0.36889216896546645
187,0.7247299655358073,0.8303599268594372,1.0395025770538273,0.7868442262923926
189,0.856583356122362,1.0605262774219897,0.9949306056777703,0.8700800064510188
201,0.915494362610987,1.034568099296773,0.9637312780501343,0.9319498047787141
208,0.9025907973189468,0.962328971576817,0.9996312397762315,0.9101706595794247
210,0.7914873459149117,0.9229356791144991,0.9223252436012258,0.8225028181112293
214,0.9038068190961914,1.0254278748971073,0.940428743591782,0.9288816715567904
215,0.6788105915199054,0.8839322222553465,1.0189965100449832,0.7011186862727588
217,0.8053712902181416,0.9425644068305138,0.8405631362892211,0.904284934317054
