basin_id,UZTC,LZTC,GwPercValue,LZthreshold,b_Xinanjiang,PowerPrefFlow,SnowMeltCoef,CalChanMan1,CalChanMan2,LakeMultiplier,adjustNormalFlood,ReservoirRnormqMult,QSplitMult,GwLoss
9,7.921689999999999,398.38300000000004,0.08388430000000001,4.53134,3.7355699999999996,0.80683,2.5,1.47797,3.7486,0.870826,0.318449,0.379565,0.137032,0.0507932
10,6.22962,435.853,0.114523,14.0497,2.74179,0.5,2.5,1.7603099999999998,2.42389,1.9270200000000002,0.31879,1.41609,9.09603,0.00368576
12,8.48911,183.572,0.720809,21.5968,0.042378,1.16852,3.9125400000000004,1.27109,3.5578300000000005,1.23325,0.592932,1.06586,13.4838,0.513496
13,11.6724,401.14099999999996,0.01,21.0355,3.18408,2.96579,5.18852,1.95688,5.0,0.582859,0.5139560000000001,1.16903,1.6412,0.0397988
18,6.22426,179.046,0.364536,16.0453,4.27088,0.532421,3.11497,1.6022100000000001,2.93975,0.9162469999999999,0.815944,1.69995,5.6138900000000005,0.483626
20,40.0,131.178,0.137979,18.0826,0.650127,0.929808,2.60111,1.6707400000000001,4.11319,1.49508,0.748951,1.0090299999999999,0.355607,0.186339
21,16.6782,306.707,0.5449350000000001,21.8976,0.01,0.794693,6.48315,0.590086,1.9866599999999999,1.34597,0.8269719999999999,0.891443,16.9831,0.354083
23,9.518139999999999,248.65900000000002,0.189083,5.53927,2.36532,1.12571,4.36017,1.21518,4.47449,0.9245059999999999,0.561936,0.60075,0.44678,0.19459500000000002
24,6.0848,320.754,0.37527,25.5065,0.849786,0.799283,4.431109999999999,1.8817700000000002,4.138809999999999,0.524215,0.613834,0.865506,12.5895,0.342756
26,16.3008,398.16900000000004,0.269541,6.21324,2.23017,0.500057,3.7288300000000003,0.512933,3.7627900000000003,1.14162,0.530068,0.704357,20.0,0.257387
27,9.861939999999999,238.49,0.589889,7.8065,2.32436,0.502629,2.5,1.97826,4.96943,1.15426,0.601316,0.677358,4.74636,0.637595
30,10.3352,308.1,0.262939,14.9622,1.0665200000000001,0.940544,6.32066,0.835636,1.68182,1.12951,0.451113,1.65123,14.1835,0.239627
33,7.40659,475.718,0.686413,10.2402,4.61912,0.565638,3.0061400000000003,0.963335,4.5875,0.9467120000000001,0.127879,1.8123200000000002,9.76406,0.343997
38,8.45967,393.575,0.5743779999999999,0.08247760000000001,2.7079400000000002,1.30879,2.5,0.5378850000000001,4.47436,1.85843,0.10732799999999999,1.41256,3.68414,0.0490471
41,10.4735,102.645,0.732871,24.3369,4.9936,0.5195029999999999,3.02081,0.9353290000000001,2.92162,1.03789,0.795714,0.8995860000000001,2.86097,0.000101916
42,6.665,146.412,0.47379,25.401999999999997,0.8982379999999999,1.41365,3.7457300000000004,1.44024,1.68272,1.9961400000000002,0.907308,1.41373,14.8358,0.13280999999999998
43,7.97058,285.192,0.582288,16.0821,1.89093,2.1621599999999996,2.63178,1.8156900000000002,3.03439,1.31997,0.650153,0.866181,2.8790299999999998,0.05131519999999999
49,12.6922,244.93400000000003,0.144191,19.3256,0.311309,0.5007,2.59125,0.991317,1.68492,1.7940099999999999,0.721228,0.41765699999999994,14.7873,0.0
53,10.6211,259.279,0.272956,0.0,1.57433,1.48742,6.25515,1.01759,3.12553,1.0012,0.09917569999999999,1.28831,8.40189,0.07762100000000001
55,9.31353,499.301,0.13000899999999999,18.5048,2.6314599999999997,1.55803,2.55361,2.0,0.8849959999999999,1.1213899999999999,0.379858,0.48633999999999994,12.3445,0.014882299999999998
59,12.2005,293.813,0.8073140000000001,18.4996,0.769804,0.601003,4.76168,1.86077,3.30249,1.03295,0.548127,1.36722,12.7634,0.109632
61,22.1233,123.181,0.488563,13.2904,1.56945,0.643696,2.88979,1.20481,0.5,0.882115,0.9356190000000001,0.751343,19.4063,0.0
62,13.1811,383.82199999999995,0.01,22.2883,1.4152,0.529503,4.19953,1.5545799999999999,3.6190900000000004,0.691525,0.10406199999999999,1.4331399999999999,1.8985400000000001,0.139925
64,40.0,105.54,1.90189,23.8868,0.0495098,5.965669999999999,2.5,0.5,4.84342,1.016,0.8062189999999999,2.0,0.957836,0.00558018
65,14.9407,309.096,0.792628,12.5574,2.15472,0.6766909999999999,4.00444,0.8922389999999999,2.49646,0.522829,0.8770030000000001,0.636181,5.04365,0.0412909
67,28.2673,362.596,0.714109,23.4199,1.79876,1.17547,5.13011,1.5033299999999998,3.21181,1.7637599999999998,0.571443,0.842614,14.0827,0.146213
70,11.2255,62.0184,0.122779,1.79161,3.49999,1.09753,2.5002299999999997,1.44072,4.5571,1.62018,0.60744,1.6455099999999998,0.485484,0.0413606
72,10.8197,162.83,0.343281,14.1434,3.93395,0.5,5.22581,1.63768,2.97412,0.775759,0.99,1.3935,0.0,0.207475
79,9.72715,119.363,0.055812400000000005,25.5092,1.19756,0.503025,2.51664,1.34846,4.70137,1.31313,0.9767600000000001,1.21928,1.70002,0.482883
81,23.9133,210.702,0.327287,12.6206,1.165,0.916191,2.5,1.98281,2.51092,1.61703,0.866785,0.876761,18.8833,0.30401100000000003
83,15.059000000000001,158.72299999999998,0.283123,23.0868,3.2368200000000003,0.666462,4.369269999999999,1.19597,5.0,1.6631599999999997,0.321967,1.27071,0.3838,0.232808
86,7.83409,259.94599999999997,0.15809,15.3281,3.2340299999999997,0.949108,4.26394,1.2645600000000001,4.82795,0.923502,0.44188299999999997,0.8997719999999999,18.4875,0.25704699999999997
89,22.419,418.26599999999996,0.22204899999999997,15.7928,0.01,0.810783,5.29999,0.985439,1.38642,1.256,0.818366,1.1142,15.0777,0.35588400000000003
92,14.3211,252.832,0.645301,16.6911,1.32951,1.8164200000000001,4.065580000000001,1.87875,1.31776,1.25304,0.485975,0.792456,18.9196,0.112007
94,18.9794,125.601,2.0,4.49052,0.172206,1.09484,4.644369999999999,1.31492,5.0,1.21747,0.123529,1.19276,0.884533,0.0723055
